sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature;humidity
113;BME280;45999;48.808;9.182;2025-01-01T10:11:39;98716.00;;;0.81;100.00
113;BME280;45999;48.808;9.182;2025-01-01T10:14:06;98710.31;;;0.85;100.00
113;BME280;45999;48.808;9.182;2025-01-01T10:16:36;98707.56;;;0.87;100.00
113;BME280;45999;48.808;9.182;2025-01-01T10:19:02;98704.91;;;0.96;100.00
113;BME280;45999;48.808;9.182;2025-01-01T10:21:32;98700.88;;;1.02;100.00
113;BME280;45999;48.808;9.182;2025-01-01T10:23:58;98688.28;;;1.15;100.00
113;BME280;45999;48.808;9.182;2025-01-01T10:26:27;98687.63;;;1.13;100.00
113;BME280;45999;48.808;9.182;2025-01-01T10:28:53;98681.44;;;1.31;100.00
113;BME280;45999;48.808;9.182;2025-01-01T10:31:22;98681.03;;;1.36;100.00
113;BME280;45999;48.808;9.182;2025-01-01T10:33:48;98675.56;;;1.47;100.00
113;BME280;45999;48.808;9.182;2025-01-01T10:36:18;98679.59;;;1.68;100.00
113;BME280;45999;48.808;9.182;2025-01-01T10:38:43;98677.50;;;1.72;100.00
113;BME280;45999;48.808;9.182;2025-01-01T10:41:13;98676.91;;;1.78;100.00
113;BME280;45999;48.808;9.182;2025-01-01T10:43:39;98675.94;;;1.96;100.00
113;BME280;45999;48.808;9.182;2025-01-01T10:46:08;98678.53;;;2.14;100.00
113;BME280;45999;48.808;9.182;2025-01-01T10:48:34;98680.94;;;2.25;100.00
113;BME280;45999;48.808;9.182;2025-01-01T10:51:03;98678.13;;;2.44;100.00
113;BME280;45999;48.808;9.182;2025-01-01T10:53:29;98675.81;;;2.66;100.00
113;BME280;45999;48.808;9.182;2025-01-01T10:55:59;98666.22;;;2.75;100.00
113;BME280;45999;48.808;9.182;2025-01-01T10:58:24;98658.38;;;2.83;100.00
113;BME280;45999;48.808;9.182;2025-01-01T11:00:54;98647.91;;;2.91;100.00
113;BME280;45999;48.808;9.182;2025-01-01T11:03:20;98650.63;;;3.07;100.00
113;BME280;45999;48.808;9.182;2025-01-01T11:05:49;98642.94;;;3.13;100.00
113;BME280;45999;48.808;9.182;2025-01-01T11:08:16;98641.19;;;3.30;100.00
113;BME280;45999;48.808;9.182;2025-01-01T11:10:46;98643.47;;;3.33;100.00
113;BME280;45999;48.808;9.182;2025-01-01T11:13:12;98640.25;;;3.47;100.00
113;BME280;45999;48.808;9.182;2025-01-01T11:15:41;98640.44;;;3.61;100.00
